instance,dimension,run,seed,beta,gamma,best_known,best_length,gap_percent,final_effective_count,final_edge_diversity,runtime_seconds
ch150,150,7,20270811,12.0,1.0,6528,6554,0.39828431372549017,15.999999999743997,0.0,0.8450367929999629
ch150,150,7,20270811,12.0,4.0,6528,6554,0.39828431372549017,15.999999999743997,0.0,1.0549601699999585
ch150,150,7,20270811,12.0,8.0,6528,6554,0.39828431372549017,15.999999999743997,0.0,0.8000309220001327
ch150,150,8,20270812,0.0,0.0,6528,6646,1.8075980392156863,15.999999999743997,0.01633333333333334,0.725174528000025
ch150,150,8,20270812,0.0,1.0,6528,6634,1.6237745098039216,15.999999999743997,0.007111111111111098,0.7346774679999726
ch150,150,8,20270812,0.0,4.0,6528,6684,2.389705882352941,15.999999999743997,0.006666666666666654,0.9440529530002095
ch150,150,8,20270812,0.0,8.0,6528,6630,1.5625,15.999999999743997,0.007111111111111098,0.8445779520002361
ch150,150,8,20270812,2.0,0.0,6528,6614,1.3174019607843137,14.243113754521556,0.006500000000000006,1.252772221000214
ch150,150,8,20270812,2.0,1.0,6528,6708,2.7573529411764706,12.034507779414636,0.01050000000000001,1.0755524050000531
ch150,150,8,20270812,2.0,4.0,6528,6634,1.6237745098039216,12.564346872160222,0.012777777777777754,1.024293612999827
ch150,150,8,20270812,2.0,8.0,6528,6634,1.6237745098039216,12.564346872160222,0.012777777777777754,1.309065408999686
ch150,150,8,20270812,6.0,0.0,6528,6634,1.6237745098039216,9.122062150182497,0.006999999999999987,0.7612465540000812
ch150,150,8,20270812,6.0,1.0,6528,6684,2.389705882352941,15.017358639269617,0.00866666666666665,0.759320531999947
ch150,150,8,20270812,6.0,4.0,6528,6671,2.190563725490196,14.182112605950682,0.015166666666666656,0.7562560090000261
ch150,150,8,20270812,6.0,8.0,6528,6684,2.389705882352941,11.08700796334962,0.006111111111111099,0.7607299189999139
ch150,150,8,20270812,12.0,0.0,6528,6605,1.1795343137254901,10.000479258188813,0.010000000000000009,0.7449464699998316
ch150,150,8,20270812,12.0,1.0,6528,6605,1.1795343137254901,10.000479258188813,0.010000000000000009,0.7600545459999921
ch150,150,8,20270812,12.0,4.0,6528,6605,1.1795343137254901,10.000479258188813,0.010000000000000009,0.8162778969999636
ch150,150,8,20270812,12.0,8.0,6528,6605,1.1795343137254901,10.000479258188813,0.010000000000000009,1.2271668919997865
ch150,150,9,20270813,0.0,0.0,6528,6698,2.6041666666666665,15.999999999743997,0.008000000000000007,0.7207147849999274
ch150,150,9,20270813,0.0,1.0,6528,6654,1.9301470588235294,15.999999999743997,0.0031111111111111053,0.6901645579996512
ch150,150,9,20270813,0.0,4.0,6528,6684,2.389705882352941,15.999999999743997,0.0,0.6928062520000822
ch150,150,9,20270813,0.0,8.0,6528,6740,3.247549019607843,15.999999999743997,0.0,0.6956687840001905
ch150,150,9,20270813,2.0,0.0,6528,6645,1.7922794117647058,15.999999999743997,0.0,0.7101344269999572
ch150,150,9,20270813,2.0,1.0,6528,6639,1.7003676470588236,15.999999999743997,0.0,0.7514886170001773
ch150,150,9,20270813,2.0,4.0,6528,6740,3.247549019607843,15.999999999743997,0.0,0.7312971430001198
ch150,150,9,20270813,2.0,8.0,6528,6684,2.389705882352941,15.999999999743997,0.0,0.7543159070000911
ch150,150,9,20270813,6.0,0.0,6528,6674,2.236519607843137,15.999999999743997,0.0,0.7098287190001429
ch150,150,9,20270813,6.0,1.0,6528,6751,3.4160539215686274,15.999999999743997,0.0,0.7422561910002514
ch150,150,9,20270813,6.0,4.0,6528,6684,2.389705882352941,15.999999999743997,0.0,0.7219167600001128
ch150,150,9,20270813,6.0,8.0,6528,6657,1.9761029411764706,12.16420081247896,0.01588888888888889,0.7109335469999678
ch150,150,9,20270813,12.0,0.0,6528,6684,2.389705882352941,15.999999999743997,0.0,0.7605125469999621
ch150,150,9,20270813,12.0,1.0,6528,6684,2.389705882352941,15.999999999743997,0.0,0.7470308869997098
ch150,150,9,20270813,12.0,4.0,6528,6634,1.6237745098039216,15.999999999743997,0.0,0.7256279080002059
ch150,150,9,20270813,12.0,8.0,6528,6634,1.6237745098039216,15.999999999743997,0.0,1.2407016719998865
ch150,150,10,20270814,0.0,0.0,6528,6599,1.0876225490196079,15.999999999743997,0.0,1.0990627470000618
ch150,150,10,20270814,0.0,1.0,6528,6599,1.0876225490196079,15.999999999743997,0.0,0.7797040390000802
ch150,150,10,20270814,0.0,4.0,6528,6629,1.5471813725490196,15.999999999743997,0.0,0.7383926900001825
ch150,150,10,20270814,0.0,8.0,6528,6620,1.4093137254901962,15.999999999743997,0.0,1.5171069379998698
ch150,150,10,20270814,2.0,0.0,6528,6599,1.0876225490196079,12.380857978534245,0.02233333333333332,1.2503555189996405
ch150,150,10,20270814,2.0,1.0,6528,6599,1.0876225490196079,15.999999999743997,0.0,0.7603607279997959
ch150,150,10,20270814,2.0,4.0,6528,6620,1.4093137254901962,15.999999999743997,0.0,0.713685790999989
ch150,150,10,20270814,2.0,8.0,6528,6599,1.0876225490196079,12.034507779414636,0.01050000000000001,0.7403434960001505
ch150,150,10,20270814,6.0,0.0,6528,6599,1.0876225490196079,1.2860777578520806,0.0025000000000000022,0.7328872719999708
ch150,150,10,20270814,6.0,1.0,6528,6599,1.0876225490196079,1.2860777578520806,0.0025000000000000022,0.7491654549999112
ch150,150,10,20270814,6.0,4.0,6528,6620,1.4093137254901962,15.999999999743997,0.0,0.7205726870001854
ch150,150,10,20270814,6.0,8.0,6528,6620,1.4093137254901962,15.999999999743997,0.0,0.7324356760000228
ch150,150,10,20270814,12.0,0.0,6528,6599,1.0876225490196079,15.999999999743997,0.0,0.7202559400002428
ch150,150,10,20270814,12.0,1.0,6528,6599,1.0876225490196079,15.999999999743997,0.0,0.713024452999889
ch150,150,10,20270814,12.0,4.0,6528,6608,1.2254901960784315,15.999999999743997,0.0,0.7402622760000668
ch150,150,10,20270814,12.0,8.0,6528,6608,1.2254901960784315,15.999999999743997,0.0,0.7355922919996374
lin318,318,1,20280805,0.0,0.0,42029,45677,8.679721144923743,15.999999999743997,0.0058176100628930805,1.3532134120000592
lin318,318,1,20280805,0.0,1.0,42029,46160,9.828927645197364,15.999999999743997,0.0,1.3848030930003006
lin318,318,1,20280805,0.0,4.0,42029,45126,7.368721596992553,15.999999999743997,0.0027515723270440245,1.2870110610001575
lin318,318,1,20280805,0.0,8.0,42029,44333,5.481929144162364,15.999999999743997,0.009643605870020963,1.3617290970000795
lin318,318,1,20280805,2.0,0.0,42029,45862,9.119893406933308,15.999999999743997,0.0,1.4278979699997763
lin318,318,1,20280805,2.0,1.0,42029,45164,7.459135358918842,15.999999999743997,0.0,1.4908785669999816
lin318,318,1,20280805,2.0,4.0,42029,46153,9.812272478526731,15.999999999743997,0.0,1.6464996109998538
lin318,318,1,20280805,2.0,8.0,42029,44046,4.7990673106664445,15.999999999743997,0.0,1.4621909910001705
lin318,318,1,20280805,6.0,0.0,42029,44999,7.066549287396797,1.2860777578520806,0.0027515723270440245,1.4136910429997442
lin318,318,1,20280805,6.0,1.0,42029,44276,5.34630850127293,15.999999999743997,0.0,1.4526770350003062
lin318,318,1,20280805,6.0,4.0,42029,45252,7.668514597063932,1.2860777578520806,0.001965408805031446,1.3610541099997135
lin318,318,1,20280805,6.0,8.0,42029,45718,8.77727283542316,15.999999999743997,0.0,1.567370082999787
lin318,318,1,20280805,12.0,0.0,42029,43704,3.9853434533298437,10.002448746431739,0.01192348008385744,2.7325782920001984
lin318,318,1,20280805,12.0,1.0,42029,44398,5.636584263246806,7.0007189041863365,0.014858490566037734,1.3942620610000631
lin318,318,1,20280805,12.0,4.0,42029,46107,9.702824240405434,15.999999999743997,0.0,1.6212444180000603
lin318,318,1,20280805,12.0,8.0,42029,46107,9.702824240405434,15.999999999743997,0.0,1.6844236990000354
lin318,318,2,20280806,0.0,0.0,42029,45695,8.722548716362512,15.999999999743997,0.01635220125786163,1.4103292849999889
lin318,318,2,20280806,0.0,1.0,42029,44318,5.4462395012967235,15.999999999743997,0.0011792452830188677,1.3913473339998745
lin318,318,2,20280806,0.0,4.0,42029,45465,8.175307525756025,15.999999999743997,0.001965408805031446,1.3579368059999979
lin318,318,2,20280806,0.0,8.0,42029,45271,7.713721478027076,15.999999999743997,0.021069182389937102,1.494935433000137
lin318,318,2,20280806,2.0,0.0,42029,45156,7.440100882723834,15.999999999743997,0.0,1.434903026000029
lin318,318,2,20280806,2.0,1.0,42029,44603,6.124342715743891,11.309745265881583,0.009329140461215931,1.4238407309999275
lin318,318,2,20280806,2.0,4.0,42029,44958,6.96899759689738,15.999999999743997,0.0,1.4044254720001845
lin318,318,2,20280806,2.0,8.0,42029,44935,6.914273477836732,10.619251350489762,0.029428721174004187,1.4420251249998728
lin318,318,2,20280806,6.0,0.0,42029,45166,7.463893977967594,3.8973438513953305,0.03752620545073374,3.0521741109996583
lin318,318,2,20280806,6.0,1.0,42029,45271,7.713721478027076,3.858760460249095,0.04072327044025156,2.1702038670000547
lin318,318,2,20280806,6.0,4.0,42029,44435,5.7246187156487185,15.999999999743997,0.0,1.6139557030001015
lin318,318,2,20280806,6.0,8.0,42029,44518,5.922101406171929,15.999999999743997,0.0,1.4618078549997335
lin318,318,2,20280806,12.0,0.0,42029,45202,7.549549120845131,2.942603974840708,0.021174004192872114,1.4765847170001507
lin318,318,2,20280806,12.0,1.0,42029,45202,7.549549120845131,2.942603974840708,0.021174004192872114,1.5126798480000616
lin318,318,2,20280806,12.0,4.0,42029,45328,7.84934212091651,3.015690893189762,0.03498427672955974,1.4852006269998128
lin318,318,2,20280806,12.0,8.0,42029,43807,4.230412334340574,15.999999999743997,0.0,1.3474938909998855
lin318,318,3,20280807,0.0,0.0,42029,45226,7.606652549430155,15.999999999743997,0.0,1.3709837699998388
lin318,318,3,20280807,0.0,1.0,42029,45316,7.820790406623998,15.999999999743997,0.0,1.3843263040002967
lin318,318,3,20280807,0.0,4.0,42029,45493,8.241928192438554,15.999999999743997,0.0,1.449305059999915
lin318,318,3,20280807,0.0,8.0,42029,45660,8.639272883009351,15.999999999743997,0.0,1.4290766160002022
lin318,318,3,20280807,2.0,0.0,42029,45482,8.215755787670417,15.999999999743997,0.0,1.4406437169996025
lin318,318,3,20280807,2.0,1.0,42029,45309,7.804135239953365,15.999999999743997,0.0,1.9300255520001883
lin318,318,3,20280807,2.0,4.0,42029,45169,7.471031906540722,15.999999999743997,0.0,1.4508020349999242
lin318,318,3,20280807,2.0,8.0,42029,45399,8.018273097147208,15.999999999743997,0.0,1.3914564440001413
lin318,318,3,20280807,6.0,0.0,42029,45095,7.294963001736896,15.999999999743997,0.0,1.4079839200003335
lin318,318,3,20280807,6.0,1.0,42029,44991,7.047514811201789,15.999999999743997,0.0,1.428813376999642
lin318,318,3,20280807,6.0,4.0,42029,44524,5.936377263318185,11.706291877279865,0.0039046121593291397,1.5550809570004276
lin318,318,3,20280807,6.0,8.0,42029,45484,8.22051440671917,15.999999999743997,0.0,2.186147075000008
lin318,318,3,20280807,12.0,0.0,42029,45342,7.882652454257775,15.999999999743997,0.0,1.3448273209996842
lin318,318,3,20280807,12.0,1.0,42029,45342,7.882652454257775,15.999999999743997,0.0,1.3913179139999556
lin318,318,3,20280807,12.0,4.0,42029,45431,8.094411001927242,15.999999999743997,0.0,1.7656182569999146
lin318,318,3,20280807,12.0,8.0,42029,45579,8.446548811534893,15.999999999743997,0.0,1.4805262019999645
lin318,318,4,20280808,0.0,0.0,42029,45147,7.418687097004449,15.999999999743997,0.0,1.9785007020000194
lin318,318,4,20280808,0.0,1.0,42029,45326,7.844583501867758,15.999999999743997,0.0,1.3919786649998969
lin318,318,4,20280808,0.0,4.0,42029,45021,7.11889409693307,15.999999999743997,0.007783018867924527,1.4789974260002055
lin318,318,4,20280808,0.0,8.0,42029,45007,7.0855837635918055,15.999999999743997,0.0,1.5041596920000302
lin318,318,4,20280808,2.0,0.0,42029,45007,7.0855837635918055,15.999999999743997,0.0,1.5127886499999477
lin318,318,4,20280808,2.0,1.0,42029,44612,6.145756501463276,15.999999999743997,0.0,1.389531168999838
lin318,318,4,20280808,2.0,4.0,42029,44663,6.267101287206453,13.111577430146907,0.010089098532494756,1.3612423570002647
lin318,318,4,20280808,2.0,8.0,42029,44660,6.259963358633325,15.999999999743997,0.0,1.4872692480003025
lin318,318,4,20280808,6.0,0.0,42029,44133,5.006067239287159,15.017358639269617,0.0007861635220125784,1.851621274000081
lin318,318,4,20280808,6.0,1.0,42029,44160,5.070308596445312,15.017358639269617,0.0007861635220125784,1.6340606740000112
lin318,318,4,20280808,6.0,4.0,42029,44160,5.070308596445312,15.017358639269617,0.0007861635220125784,1.5699484349997874
lin318,318,4,20280808,6.0,8.0,42029,44991,7.047514811201789,15.999999999743997,0.0,1.4990058029998181
lin318,318,4,20280808,12.0,0.0,42029,44439,5.734135953746223,15.999999999743997,0.0,1.4771013540002969
lin318,318,4,20280808,12.0,1.0,42029,44439,5.734135953746223,15.999999999743997,0.0,2.1827098339999793
lin318,318,4,20280808,12.0,4.0,42029,44802,6.59782531109472,15.999999999743997,0.0,2.251452155000152
lin318,318,4,20280808,12.0,8.0,42029,45195,7.532893954174498,15.999999999743997,0.0,1.9882402909997836
lin318,318,5,20280809,0.0,0.0,42029,45625,8.55599704965619,15.999999999743997,0.0,1.3342120090001117
lin318,318,5,20280809,0.0,1.0,42029,44369,5.567584287039901,15.999999999743997,0.019103773584905656,1.3862460549999014
lin318,318,5,20280809,0.0,4.0,42029,45949,9.326893335554022,15.999999999743997,0.00670859538784067,1.436632348999865
lin318,318,5,20280809,0.0,8.0,42029,45806,8.986652073568251,15.999999999743997,0.009433962264150941,1.4210840729997471
lin318,318,5,20280809,2.0,0.0,42029,45043,7.171238906469343,15.999999999743997,0.0,1.4874728360000518
lin318,318,5,20280809,2.0,1.0,42029,44887,6.800066620666683,14.857752312470213,0.009643605870020963,1.8438927870001862
lin318,318,5,20280809,2.0,4.0,42029,44402,5.64610150134431,12.184962132329181,0.012762054507337525,1.5523579810001138
lin318,318,5,20280809,2.0,8.0,42029,45228,7.611411168478908,15.999999999743997,0.0,1.5378472039997177
lin318,318,5,20280809,6.0,0.0,42029,45328,7.84934212091651,1.2860777578520806,0.0015723270440251569,1.5562812660000418
lin318,318,5,20280809,6.0,1.0,42029,45328,7.84934212091651,1.2860777578520806,0.0015723270440251569,2.0868508980001934
lin318,318,5,20280809,6.0,4.0,42029,46141,9.78372076423422,7.53196430346178,0.00560796645702306,1.4257738480000626
lin318,318,5,20280809,6.0,8.0,42029,45262,7.6923076923076925,15.999999999743997,0.0,1.4125468080001156
lin318,318,5,20280809,12.0,0.0,42029,44771,6.524066715839064,15.999999999743997,0.0,1.4537867549997827
lin318,318,5,20280809,12.0,1.0,42029,44771,6.524066715839064,15.999999999743997,0.0,1.4311183559998426
lin318,318,5,20280809,12.0,4.0,42029,44579,6.067239287158866,15.999999999743997,0.0,1.4332686679999824
lin318,318,5,20280809,12.0,8.0,42029,46394,10.385686073901354,1.0064852453739708,0.005896226415094338,1.4280503449999742
lin318,318,6,20280810,0.0,0.0,42029,46675,11.054272050251017,15.999999999743997,0.01132075471698113,1.3147974209996391
lin318,318,6,20280810,0.0,1.0,42029,44720,6.402721930095886,15.999999999743997,0.011189727463312368,1.294378623999819
lin318,318,6,20280810,0.0,4.0,42029,46645,10.982892764519736,15.999999999743997,0.0057651991614255755,1.3851050530001885
lin318,318,6,20280810,0.0,8.0,42029,43884,4.4136191677175285,15.999999999743997,0.00450733752620545,1.3412882379998337
lin318,318,6,20280810,2.0,0.0,42029,44784,6.554997739655952,14.270201959817292,0.030162473794549262,1.3106331659996613
lin318,318,6,20280810,2.0,1.0,42029,44469,5.805515239477503,11.416064255593401,0.017950733752620542,1.3482474689999435
lin318,318,6,20280810,2.0,4.0,42029,44713,6.386066763425254,10.019950209792963,0.017610062893081757,1.3993934919999447
lin318,318,6,20280810,2.0,8.0,42029,44553,6.00537723952509,11.888823739606755,0.004559748427672955,1.3112922999998773
lin318,318,6,20280810,6.0,0.0,42029,44976,7.0118251683361486,13.25328734198844,0.008988469601677148,1.4431365149998783
lin318,318,6,20280810,6.0,1.0,42029,44976,7.0118251683361486,13.25328734198844,0.008988469601677148,1.4474804880001102
lin318,318,6,20280810,6.0,4.0,42029,44553,6.00537723952509,13.052130405637165,0.01635220125786163,1.3664999080001508
lin318,318,6,20280810,6.0,8.0,42029,44267,5.324894715553547,15.999999999743997,0.0,1.3751757360000738
lin318,318,6,20280810,12.0,0.0,42029,44503,5.886411763306288,1.0011987331337953,0.0007861635220125784,1.4650513949995911
lin318,318,6,20280810,12.0,1.0,42029,44503,5.886411763306288,1.0011987331337953,0.0007861635220125784,1.5036828520001109
lin318,318,6,20280810,12.0,4.0,42029,46824,11.408789169383045,15.999999999743997,0.0,1.4786450060000789
lin318,318,6,20280810,12.0,8.0,42029,44507,5.895929001403792,15.999999999743997,0.0,1.386937014999603
lin318,318,7,20280811,0.0,0.0,42029,45319,7.827928335197126,15.999999999743997,0.0,1.4406702810001661
lin318,318,7,20280811,0.0,1.0,42029,45301,7.785100763758357,15.999999999743997,0.0,1.5050165410002592
lin318,318,7,20280811,0.0,4.0,42029,45522,8.310928168645459,15.999999999743997,0.0,1.4751068049999958
lin318,318,7,20280811,0.0,8.0,42029,44204,5.174998215517856,15.999999999743997,0.019025157232704402,1.5125483440001517
lin318,318,7,20280811,2.0,0.0,42029,45393,8.003997240000952,15.999999999743997,0.0,1.446929222000108
lin318,318,7,20280811,2.0,1.0,42029,44809,6.614480477765352,15.999999999743997,0.0,1.437765876999947
lin318,318,7,20280811,2.0,4.0,42029,45429,8.089652382878489,14.638369372684629,0.012631027253668761,1.491743047
lin318,318,7,20280811,2.0,8.0,42029,45156,7.440100882723834,15.40154112014384,0.008202306079664568,1.423670353000034
lin318,318,7,20280811,6.0,0.0,42029,45564,8.410859168669251,15.999999999743997,0.0,1.435726141000032
lin318,318,7,20280811,6.0,1.0,42029,44948,6.94520450165362,15.999999999743997,0.0,1.3941534790001242
lin318,318,7,20280811,6.0,4.0,42029,45493,8.241928192438554,15.999999999743997,0.0,1.5397346049999214
lin318,318,7,20280811,6.0,8.0,42029,45094,7.29258369221252,1.3072816628960502,0.011373165618448635,1.4315935360000367
lin318,318,7,20280811,12.0,0.0,42029,44837,6.681101144447881,15.999999999743997,0.0,1.4393364159996054
lin318,318,7,20280811,12.0,1.0,42029,44837,6.681101144447881,15.999999999743997,0.0,1.4755141460000232
lin318,318,7,20280811,12.0,4.0,42029,44837,6.681101144447881,15.999999999743997,0.0,1.4248650029999226
lin318,318,7,20280811,12.0,8.0,42029,44837,6.681101144447881,15.999999999743997,0.0,1.5277267060000668
lin318,318,8,20280812,0.0,0.0,42029,46176,9.86699659758738,15.999999999743997,0.005031446540880502,1.4339964010000585
lin318,318,8,20280812,0.0,1.0,42029,46243,10.026410335720573,15.999999999743997,0.0,1.5757720339997832
lin318,318,8,20280812,0.0,4.0,42029,46371,10.330961954840705,15.999999999743997,0.0,1.4301391590001913
lin318,318,8,20280812,0.0,8.0,42029,46362,10.30954816912132,15.999999999743997,0.0,1.49557559699997
lin318,318,8,20280812,2.0,0.0,42029,45889,9.18413476409146,15.999999999743997,0.0,1.449507543999971
lin318,318,8,20280812,2.0,1.0,42029,46541,10.73544457398463,15.999999999743997,0.0,1.4660674619999554
lin318,318,8,20280812,2.0,4.0,42029,46676,11.056651359775394,15.999999999743997,0.0,1.4572890629997346
lin318,318,8,20280812,2.0,8.0,42029,46671,11.044754812153514,15.999999999743997,0.0,1.4777557790002902
lin318,318,8,20280812,6.0,0.0,42029,44595,6.105308239548883,15.999999999743997,0.0,2.0001534610000817
lin318,318,8,20280812,6.0,1.0,42029,46757,11.24937543124985,15.999999999743997,0.0,1.4970566389997657
lin318,318,8,20280812,6.0,4.0,42029,45403,8.027790335244712,15.999999999743997,0.0,1.4771379720000368
lin318,318,8,20280812,6.0,8.0,42029,46289,10.13585857384187,1.2860777578520806,0.001965408805031446,1.4165087080000376
lin318,318,8,20280812,12.0,0.0,42029,46557,10.773513526374646,15.999999999743997,0.0,1.4043180050002775
lin318,318,8,20280812,12.0,1.0,42029,46557,10.773513526374646,15.999999999743997,0.0,1.4103911329998482
lin318,318,8,20280812,12.0,4.0,42029,45832,9.048514121202027,12.00031950247452,0.0037735849056603765,1.3896581620001598
lin318,318,8,20280812,12.0,8.0,42029,44982,7.026101025482405,2.086532284480451,0.01593291404612159,1.4355568940000012
lin318,318,9,20280813,0.0,0.0,42029,46869,11.515858097979967,15.999999999743997,0.003066037735849056,1.3724219539999467
lin318,318,9,20280813,0.0,1.0,42029,46514,10.671203216826477,15.999999999743997,0.008202306079664568,1.3727384479998364
lin318,318,9,20280813,0.0,4.0,42029,45452,8.144376501939137,15.999999999743997,0.007023060796645701,1.5409829319996788
lin318,318,9,20280813,0.0,8.0,42029,44541,5.976825525232577,15.999999999743997,0.027437106918238988,1.406805525999971
lin318,318,9,20280813,2.0,0.0,42029,46325,10.221513716719407,11.571123457409858,0.004323899371069181,2.3583528839999417
lin318,318,9,20280813,2.0,1.0,42029,46815,11.387375383663661,15.999999999743997,0.0,1.6742341929998474
lin318,318,9,20280813,2.0,4.0,42029,46535,10.721168716838374,15.999999999743997,0.0,2.2944991109998227
lin318,318,9,20280813,2.0,8.0,42029,47018,11.870375217111993,15.999999999743997,0.0,1.5044662940003946
lin318,318,9,20280813,6.0,0.0,42029,46582,10.832996264484047,4.476135645376316,0.017741090146750522,1.368997932000184
lin318,318,9,20280813,6.0,1.0,42029,46103,9.69330700230793,7.396925072539371,0.03642557651991614,1.4078467189997355
lin318,318,9,20280813,6.0,4.0,42029,45983,9.407789859382808,10.317213588588434,0.032599580712788255,1.4500446229999397
lin318,318,9,20280813,6.0,8.0,42029,47034,11.90844416950201,15.999999999743997,0.0,1.4462041799997678
lin318,318,9,20280813,12.0,0.0,42029,47367,12.700754241119228,15.999999999743997,0.0,1.4088938119998602
lin318,318,9,20280813,12.0,1.0,42029,47052,11.95127174094078,1.2534520930363051,0.012762054507337525,1.4013844609999069
lin318,318,9,20280813,12.0,4.0,42029,47052,11.95127174094078,1.2534520930363051,0.012762054507337525,1.3631683129997327
lin318,318,9,20280813,12.0,8.0,42029,47052,11.95127174094078,1.2534520930363051,0.012762054507337525,1.3936251830000401
lin318,318,10,20280814,0.0,0.0,42029,43781,4.168550286706798,15.999999999743997,0.008700209643605869,1.3793145159997948
lin318,318,10,20280814,0.0,1.0,42029,45687,8.703514240167504,15.999999999743997,0.009905660377358488,1.3641249570000582
lin318,318,10,20280814,0.0,4.0,42029,45031,7.1426871921768305,15.999999999743997,0.0,1.4401278029999958
lin318,318,10,20280814,0.0,8.0,42029,45134,7.387756073187561,15.999999999743997,0.0,1.441511614999854
lin318,318,10,20280814,2.0,0.0,42029,44837,6.681101144447881,15.999999999743997,0.0,1.4545821790002265
lin318,318,10,20280814,2.0,1.0,42029,45438,8.111066168597873,15.999999999743997,0.0,1.4179191580001316
lin318,318,10,20280814,2.0,4.0,42029,45009,7.090342382640558,15.999999999743997,0.0,1.4198829749998367
lin318,318,10,20280814,2.0,8.0,42029,45153,7.432962954150706,15.999999999743997,0.0,1.452492916999745
lin318,318,10,20280814,6.0,0.0,42029,45605,8.50841085916867,15.999999999743997,0.0,3.1064718180000455
lin318,318,10,20280814,6.0,1.0,42029,43950,4.570653596326346,15.999999999743997,0.0,2.1607574310000928
lin318,318,10,20280814,6.0,4.0,42029,44088,4.898998310690238,2.253944141208888,0.005870020964360585,1.5301919720000114
lin318,318,10,20280814,6.0,8.0,42029,45414,8.053962740012848,14.369110952863307,0.007861635220125784,1.4078804060000039
lin318,318,10,20280814,12.0,0.0,42029,45037,7.156963049323086,15.999999999743997,0.0,1.4758142339996994
lin318,318,10,20280814,12.0,1.0,42029,43950,4.570653596326346,1.7027812097533828,0.03094863731656184,1.3951350649999767
lin318,318,10,20280814,12.0,4.0,42029,43950,4.570653596326346,1.2011257770195156,0.0320754716981132,1.5155911599999854
lin318,318,10,20280814,12.0,8.0,42029,45217,7.585238763710771,15.999999999743997,0.0,1.5679289040003823
